,Timestamp,How old are you?,Gender identity,How often do you attend raves/electronic music events?,Years of experience in the rave scene,What is your primary role in the rave scene?,How often do you engage in conversations on the dancefloor?,"If you talk on the dancefloor, what's the primary reason?",How long do your dancefloor conversations typically last?,Do you perceive talking on the dancefloor as:,Have you noticed a change in dancefloor talking behavior since the COVID-19 pandemic?,What factors do you think contribute to increased talking on the dancefloor? (Select all that apply,How important is it to you to have a quiet dancefloor environment?,How likely are you to ask others to stop talking if it's disturbing your experience?,Do you think talking on the dancefloor affects your own experience?,Do you think talking on the dancefloor affects DJ's performance?,Do you think talking on the dancefloor affects overall event atmosphere?,"In your opinion, what's the best way to address excessive talking on the dancefloor?",Have you noticed any differences in talking behavior based on the time of night or duration of the event?,"Has your own talking behavior on the dancefloor changed over time? If yes, why?",Is there anything else you'd like to share about dancefloor etiquette or your experiences with talking at raves?,Categorized_Roles,Role_Attendee/Raver,Role_DJ,Role_Producer,Role_Event organizer,Role_Club staff,Role_Other,Number_of_Roles
108,7/30/2024 21:25:37,25-34,Female,Monthly,0-3,Attendee/Raver,Sometimes,Commenting on the music/performance,1-5 minutes,Somewhat unacceptable,Unsure,"Desire for social connection, Venue layout (lack of dedicated socializing areas)",4,1,"Yes, negatively",No effect,"Yes, negatively","I have been to events (mostly ecstatic dance type events that wouldn't necessarily be considered part of rave culture) where talking/phones were not allowed in the dance area, and this rule was enforced by the event organizers. Of course a necessary word or two or a gesture when needed was allowed, and there was a designated area for talking or phone use away from the dance floor. I thought this type of set up went well.",,"Yes, since attending the events I mentioned previously I've tried to be more aware of my talking and phone use at dance events.","I feel that there is a difference between for example short conversations about the music or the DJ, which I think can add to the experience, or long unrelated conversations. The latter feels to me more like people are bored with the music or don't care, which can take away from the atmosphere. Also in my opinion, phone use (whether messaging/calling, taking pictures, or recording the DJs) is much more disruptive to the overall experience and atmosphere than talking. ",['Attendee/Raver'],1,0,0,0,0,0,1
109,7/30/2024 22:17:42,25-34,Male,Monthly,4-7,Attendee/Raver,Sometimes,Commenting on the music/performance,Just a few words,Somewhat acceptable,No change,"Desire for social connection, Influence of alcohol or substances",4,3,"Yes, negatively","Yes, negatively","Yes, negatively","Clear signs everywhere, reminders to attendees to mainly focus on the music while on the dancefloor while also offering space to socialize outside of the dancefloor",,"No, maybe slightly more in the beginning of going to clubs but not that big of a difference",,['Attendee/Raver'],1,0,0,0,0,0,1
110,7/30/2024 23:32:50,25-34,Male,Weekly,4-7,Attendee/Raver,Sometimes,Meeting new people,1-5 minutes,Somewhat unacceptable,"Yes, more talking",Changing social norms,3,5,"Yes, positively","Yes, negatively","Yes, negatively",I think a good social area is the best to counter excessive talking. ,I feel like people talk more in the first hours because that’s the time they meet their friends or talk with new people. ,"Hard to tell, it really depends on the venue/line-up if I talk on the dancefloor. In general I talk less on the dancefloor because I’m aware it can be annoying for other people. ",Really curious about the results. I think that techno party’s did change a lot in the last years. Nowadays it’s more about being seen/being cool and less about the music or vibing with different kinds of people. I think it’s a generation issue; the younger generation judges people on their looks/beliefs etc. When I started raving it was more about ”judging” people based on how they treat others. ,['Attendee/Raver'],1,0,0,0,0,0,1
111,7/31/2024 9:14:05,18-24,Female,Every few months,4-7,Attendee/Raver,Rarely,Commenting on the music/performance,1-5 minutes,Somewhat unacceptable,Unsure,"Venue layout (lack of dedicated socializing areas), Less focus on the music/performance in general with also more people using their phones on the dancefloor and even filming",4,2,"Yes, negatively",No effect,"Yes, negatively",Create spaces where people can talk outside of the dancefloor,more talking for shorter events and less talking e.g. at overnighters; more talking when the DJs are changing more often as more people comment on what's happening,"less over time; in the beginning I was insecure about what was hapenning and wanted to ask questions and comment, know I know and want to focus on the music",I would appreciate such a survey regarding the use of phones on the dancefloor and in clubs in general and especially like to look into age differences; for this survey it could have been interesting to monitor where people are from and in which countries they made rave experiences as it could vary between origins and countries,['Attendee/Raver'],1,0,0,0,0,0,1
112,7/31/2024 15:26:13,25-34,Male,Weekly,8+,"Attendee/Raver, DJ, Event organizer",Sometimes,Commenting on the music/performance,Just a few words,Somewhat unacceptable,Unsure,"Desire for social connection, Changing social norms, Venue layout (lack of dedicated socializing areas)",5,2,"Yes, negatively","Yes, negatively","Yes, negatively","I am unsure, as there is no rules preventing them from doing so (except in some venues or parties by some collectives) so who would i be to tell people not to do something that is allowed. I usually move from a spot if i find to be too annoyed by yapping groups",unsure,no it did not,,"['Attendee/Raver', 'DJ', 'Event organizer']",1,1,0,1,0,0,3
113,7/31/2024 17:28:50,25-34,Female,Monthly,0-3,Attendee/Raver,Sometimes,Socializing with friends,Just a few words,Somewhat unacceptable,Unsure,"Desire for social connection, Influence of alcohol or substances",4,1,"Yes, negatively","Yes, negatively","Yes, negatively","Make it part of the “house” rules, just like we emphasise on e.g. consent, we can emphasise on quietness being part of the “rules”. ",Haven’t paid attention,I don’t think so. ,,['Attendee/Raver'],1,0,0,0,0,0,1
114,8/5/2024 9:20:16,35-44+,Male,Monthly,8+,Attendee/Raver,Sometimes,Meeting new people,1-5 minutes,Somewhat acceptable,No change,"Desire for social connection, Influence of alcohol or substances, Venue layout (lack of dedicated socializing areas)",3,1,"Yes, positively",No effect,No effect,,,,,['Attendee/Raver'],1,0,0,0,0,0,1
115,8/8/2024 21:39:55,25-34,Female,Weekly,4-7,"Attendee/Raver, Guest list leech and I sometimes do awareness ",Rarely,Socializing with friends,Just a few words,Somewhat unacceptable,Unsure,"Influence of alcohol or substances, Changing social norms, Venue layout (lack of dedicated socializing areas)",4,3,"Yes, negatively","Yes, negatively","Yes, negatively",Ask them to stop,No,No,,"['Attendee/Raver', 'Other']",1,0,0,0,0,1,2
116,8/20/2024 12:07:19,25-34,Female,Monthly,8+,Attendee/Raver,Often,Socializing with friends,1-5 minutes,Neutral,Unsure,"Desire for social connection, Influence of alcohol or substances, Changing social norms, Venue layout (lack of dedicated socializing areas)",4,1,"Yes, negatively","Yes, negatively","Yes, negatively","Put it in the dancefloor etiquette in the event information and have the door host tell people about the vibe they want to maintain on the dancefloor, as a friendly reminder. The dancefloor etiquette was discussed in detail and send out before Monument festival and also enabled people to ask people to stop talking because the organization wants this. This seems to help I think, but maybe the culture in Norway is also different. ",More talking when the event just started. Less talking a couple hours in towards the end when the vibe increases. ,"No, I don't think so. ","I usually stand on the outskirts of the dancefloor. And then I talk often. When I am more situated in the crowd talking becomes less and less acceptable the closer you are to the front of the dancefloor imo. So, when you are in the front, only a few words here and there are okay imo. Keep it short and don't stand still completely, keep a little bounce going at least hahah. ",['Attendee/Raver'],1,0,0,0,0,0,1
117,8/20/2024 12:49:11,25-34,Male,Weekly,0-3,Attendee/Raver,Rarely,Logistics ,Just a few words,Completely unacceptable,,"Desire for social connection, Influence of alcohol or substances, Boredom; Inconsiderate behaviour",5,3,"Yes, negatively","Yes, negatively","Yes, negatively",Shut up yourself. Lead by example. Ask others to shut up. Ask others if this is the best place to have a conversation. ,Beginning of the party and daytime are the worst. ,,,['Attendee/Raver'],1,0,0,0,0,0,1
118,8/20/2024 14:01:30,25-34,Female,Every few months,8+,Attendee/Raver,Sometimes,Socializing with friends,1-5 minutes,Neutral,Unsure,"Desire for social connection, Influence of alcohol or substances",3,2,No effect,"Yes, negatively",No effect,Say in a nice way that people should listen and dance to the music ,I have the feeling that there’s less talking at the end ,I used to talk more but it depends on the party ,,['Attendee/Raver'],1,0,0,0,0,0,1
